date,item_name,category,qty_sold,gross_revenue,day_of_week,dow_num
2026-04-03,Lassi Sweet,beverage,3,195.0,Friday,4
2026-04-03,Mi.Water .500Ml,beverage,56,560.0,Friday,4
2026-04-03,Mlwater Lt,beverage,49,980.0,Friday,4
2026-04-03,Mtb Family Pack,family_pack,2,1550.0,Friday,4
2026-04-03,Murgi Masala B,other,3,948.0,Friday,4
2026-04-03,Mushuroom Biryani,biryani,2,458.0,Friday,4
2026-04-03,Mutton Curry (L),other,3,1320.0,Friday,4
2026-04-03,Mutton Fry Piece Biryani,biryani,4,1528.0,Friday,4
2026-04-03,Paneer Butter Masala,dairy,4,880.0,Friday,4
2026-04-03,Plain Rice,other,25,1200.0,Friday,4
2026-04-03,Prawns Curry,seafood,2,654.0,Friday,4
2026-04-03,Prwans Fry,other,2,672.0,Friday,4
2026-04-03,Pulka,other,27,324.0,Friday,4
2026-04-03,R R Chicken Bl,chicken,3,975.0,Friday,4
2026-04-03,Roti,bread,48,1440.0,Friday,4
2026-04-03,Soda .750Ml,other,6,108.0,Friday,4
2026-04-03,Sp Chicken Biryani,biryani,31,8277.0,Friday,4
2026-04-03,Sp Chicken Fried Rice,chicken,2,556.0,Friday,4
2026-04-03,Sp Family Pack,family_pack,2,1140.0,Friday,4
2026-04-03,Spl Fish Curry,seafood,4,1400.0,Friday,4
2026-04-03,Spl Veg Biryani,biryani,2,440.0,Friday,4
2026-04-03,Strawberry Ice Cream,ice_cream,3,330.0,Friday,4
2026-04-03,Tandoori Chicken Full,chicken,4,1960.0,Friday,4
2026-04-03,Tandoori Chicken Half,chicken,3,915.0,Friday,4
2026-04-03,Vanilla Ice Cream,ice_cream,3,297.0,Friday,4
2026-04-03,Veg Biryani,biryani,11,1892.0,Friday,4
2026-04-03,Veg Fried Rice,rice,3,492.0,Friday,4
2026-04-03,Veg Manchuria,starter,2,340.0,Friday,4
2026-04-03,Zeera Rice,other,3,489.0,Friday,4
2026-04-04,Aditya Spl Biryani,biryani,1,353.0,Saturday,5
2026-04-04,Andhra Chicken BL,chicken,1,290.0,Saturday,5
2026-04-04,Baby Corn Manchuria,starter,3,600.0,Saturday,5
2026-04-04,Biryani Rice,biryani,2,324.0,Saturday,5
2026-04-04,Butter Chicken BL,chicken,3,921.0,Saturday,5
2026-04-04,Butter Milk,other,3,135.0,Saturday,5
2026-04-04,Butter Naan,bread,64,3200.0,Saturday,5
2026-04-04,Butterscotch Ice Cream,ice_cream,4,480.0,Saturday,5
2026-04-04,CDB Family Pack,family_pack,5,2775.0,Saturday,5
2026-04-04,Cashewnut Curry,starter,6,1440.0,Saturday,5
2026-04-04,Cashewnut Mushuram Curry,starter,1,340.0,Saturday,5
2026-04-04,Cashewnut Paneer Biryani,biryani,1,250.0,Saturday,5
2026-04-04,Chi Lolypop Bir (F) Pack,other,1,660.0,Saturday,5
2026-04-04,Chicken Dum Biryani,biryani,3,774.0,Saturday,5
2026-04-04,Chicken Fried Rice,chicken,2,478.0,Saturday,5
2026-04-04,Chicken Fry Piece Biryani,biryani,5,1290.0,Saturday,5
2026-04-04,Chicken Hot N Sour,chicken,5,750.0,Saturday,5
2026-04-04,Chicken Lollypop 6pc,chicken,10,3250.0,Saturday,5
2026-04-04,Chilli Chicken BL,chicken,3,834.0,Saturday,5
2026-04-04,Chota Sp Biryani,biryani,2,340.0,Saturday,5
2026-04-04,Cool Drink 250ml,beverage,24,480.0,Saturday,5
2026-04-04,Curd Rice,rice,4,304.0,Saturday,5
2026-04-04,Fish Curry Small,seafood,2,460.0,Saturday,5
2026-04-04,Garlic Non,bread,3,210.0,Saturday,5
2026-04-04,Kadai Chicken BL,chicken,3,921.0,Saturday,5
2026-04-04,Lassi Sweet,beverage,4,260.0,Saturday,5
2026-04-04,Methi Chaman,other,4,960.0,Saturday,5
2026-04-04,Mi.Water .500Ml,beverage,11,110.0,Saturday,5
2026-04-04,Miwater Lt,beverage,42,840.0,Saturday,5
2026-04-04,Mix Veg Curry,other,2,380.0,Saturday,5
2026-04-04,Moghalai Chicken Bl,chicken,2,652.0,Saturday,5
2026-04-04,Mushuroom Fried Rice,rice,2,440.0,Saturday,5
2026-04-04,Mutton Fry Piece Biryani,biryani,3,1146.0,Saturday,5
2026-04-04,Paneer,dairy,65,210.0,Saturday,5
2026-04-04,Paneer Butter Masala,dairy,4,880.0,Saturday,5
2026-04-04,Panner Biryani,biryani,2,458.0,Saturday,5
2026-04-04,Pulka,other,55,660.0,Saturday,5
2026-04-04,Roti,bread,34,1020.0,Saturday,5
2026-04-04,Soda 750Ml,other,3,54.0,Saturday,5
2026-04-04,Sp Chicken Biryani,biryani,26,6942.0,Saturday,5
2026-04-04,Sp Chicken Fried Rice,chicken,2,556.0,Saturday,5
2026-04-04,Sp Family Pack,family_pack,2,1140.0,Saturday,5
2026-04-04,Tandoori Chicken Half,chicken,2,610.0,Saturday,5
2026-04-04,Vanilla Ice Cream,ice_cream,2,198.0,Saturday,5
2026-04-04,Veg Biryani,biryani,2,344.0,Saturday,5
2026-04-04,Veg Fried Rice,rice,3,492.0,Saturday,5
2026-04-04,Veg Manchow Soup,soup,2,270.0,Saturday,5
2026-04-05,American Nuts Ice Cream,ice_cream,2,300.0,Sunday,6
2026-04-05,Andhra Chicken BL,chicken,2,606.0,Sunday,6
2026-04-05,Belgom Chocolate Ice Cream,ice_cream,5,650.0,Sunday,6
2026-04-05,Black Current Ice Cream,ice_cream,7,910.0,Sunday,6
2026-04-05,Boiled Egg,egg,1,35.0,Sunday,6
2026-04-05,Butter Chicken BL,chicken,7,2149.0,Sunday,6
2026-04-05,Butter Milk,other,1,45.0,Sunday,6
2026-04-05,Butter Naan,bread,43,2150.0,Sunday,6
2026-04-05,Butter Roti,bread,4,140.0,Sunday,6
2026-04-05,CB Family Pack,family_pack,1,575.0,Sunday,6
2026-04-05,CDB Family Pack,family_pack,3,1665.0,Sunday,6
2026-04-05,Caramelnuts Milk Shake,beverage,1,140.0,Sunday,6
2026-04-05,Caramilnuts Ice Cream,ice_cream,1,130.0,Sunday,6
2026-04-05,Cashewnut Biryani,biryani,2,458.0,Sunday,6
2026-04-05,Cashewnut Curry,starter,5,1200.0,Sunday,6
2026-04-05,Cashewnut Fry,starter,1,240.0,Sunday,6
2026-04-05,Cashewnut Paneer Biryani,biryani,1,250.0,Sunday,6
2026-04-05,Cashewnut Panner Curry,starter,2,500.0,Sunday,6
2026-04-05,Chi Maharani Curry,other,1,345.0,Sunday,6
2026-04-05,Chicken 555 Bl,chicken,2,670.0,Sunday,6
2026-04-05,Chicken 65 BL,chicken,8,2224.0,Sunday,6
2026-04-05,Chicken Curry (B),chicken,2,500.0,Sunday,6
2026-04-05,Chicken Curry Bl,chicken,2,576.0,Sunday,6
2026-04-05,Chicken Dum Biryani,biryani,15,3870.0,Sunday,6
2026-04-05,Chicken Fry Piece Biryani,biryani,27,6966.0,Sunday,6
2026-04-05,Chicken Lollypop 3pc,chicken,5,1000.0,Sunday,6
2026-04-05,Chicken Lollypop 6pc,chicken,13,4225.0,Sunday,6
2026-04-05,Chicken Lollypop Biryani,biryani,2,670.0,Sunday,6
2026-04-05,Chicken Majestic,chicken,3,945.0,Sunday,6
2026-04-05,Chicken Pakoda Bl,chicken,2,614.0,Sunday,6
2026-04-05,Chilli Chicken BL,chicken,10,2780.0,Sunday,6
2026-04-05,Chilli Egg,other,2,360.0,Sunday,6
2026-04-05,Chilli Prawns,seafood,3,1038.0,Sunday,6
2026-04-05,Chocochips Ice Cream,ice_cream,2,220.0,Sunday,6
2026-04-05,Chota CB Biryani,biryani,3,510.0,Sunday,6
2026-04-05,Chota Sp Biryani,biryani,3,510.0,Sunday,6
2026-04-05,Cool Drink 250ml,beverage,58,1160.0,Sunday,6
2026-04-05,Crispy Baby Corn,other,2,400.0,Sunday,6
2026-04-05,Curd,dairy,5,155.0,Sunday,6
2026-04-05,Curd Rice,rice,7,784.0,Sunday,6
2026-04-05,Dragon Chicken BL,chicken,1,315.0,Sunday,6
2026-04-05,Egg Biryani,biryani,2,384.0,Sunday,6
2026-04-05,Egg Burzi,other,1,130.0,Sunday,6
2026-04-05,Egg Curry,other,2,340.0,Sunday,6
2026-04-05,Fish Curry Small,seafood,4,920.0,Sunday,6
2026-04-05,Garlic Non,bread,8,560.0,Sunday,6
2026-04-05,Gobi,starter,65,170.0,Sunday,6
2026-04-05,Gobi Manchuria,starter,2,340.0,Sunday,6
2026-04-05,Kadai Chicken BL,chicken,3,921.0,Sunday,6
2026-04-05,Lassi Sweet,beverage,5,325.0,Sunday,6
2026-04-05,Methi Chaman,other,3,720.0,Sunday,6
2026-04-05,Mi.Water .500Ml,beverage,15,150.0,Sunday,6
2026-04-05,Mi.Water Lt,beverage,80,1600.0,Sunday,6
2026-04-05,Mix Veg Curry,other,4,760.0,Sunday,6
2026-04-05,Murgi Masala B,other,5,1580.0,Sunday,6
2026-04-05,Mushroom Curry,other,5,1050.0,Sunday,6
2026-04-05,Mushuroom Biryani,biryani,2,458.0,Sunday,6
2026-04-05,Mutton Curry (L),other,3,1320.0,Sunday,6
2026-04-05,Mutton Curry (S),other,2,700.0,Sunday,6
2026-04-05,Mutton Fry Piece Biryani,biryani,6,2292.0,Sunday,6
2026-04-05,Mutton Soup,soup,2,390.0,Sunday,6
2026-04-05,Palak Curry,other,2,300.0,Sunday,6
2026-04-05,Palak Paneer,dairy,2,420.0,Sunday,6
2026-04-05,Paneer,dairy,65,210.0,Sunday,6
2026-04-05,Panner Biryani,biryani,3,687.0,Sunday,6
2026-04-05,Plain Rice,other,23,1104.0,Sunday,6
2026-04-05,Prawns Curry,seafood,4,1308.0,Sunday,6
2026-04-05,Prwans Fry,other,2,672.0,Sunday,6
2026-04-05,Pulka,other,31,372.0,Sunday,6
2026-04-05,R R Chicken Bl,chicken,3,975.0,Sunday,6
2026-04-05,Roti,bread,29,870.0,Sunday,6
2026-04-05,Sp Chicken Biryani,biryani,52,13884.0,Sunday,6
2026-04-05,Sp Chicken Fried Rice,chicken,2,556.0,Sunday,6
2026-04-05,Sp Family Pack,family_pack,5,2850.0,Sunday,6
2026-04-05,Spl Fish Curry,seafood,2,700.0,Sunday,6
2026-04-05,Spl Veg Biryani,biryani,4,880.0,Sunday,6
2026-04-05,Spl Veg Fried Rice,rice,2,440.0,Sunday,6
2026-04-05,To Day Spl Chi (Bl),other,2,740.0,Sunday,6
2026-04-05,Today Spl Chicken Biryani,biryani,3,1140.0,Sunday,6
2026-04-05,Veg Biryani,biryani,7,1204.0,Sunday,6
2026-04-05,Veg Fried Rice,rice,4,656.0,Sunday,6
2026-04-06,American Nuts Ice Cream,ice_cream,1,150.0,Monday,0
2026-04-06,Belgom Chocolate Ice Cream,ice_cream,2,260.0,Monday,0
2026-04-06,Black Current Ice Cream,ice_cream,1,130.0,Monday,0
2026-04-06,Boiled Egg,egg,2,70.0,Monday,0
2026-04-06,Bulter Chicken Bl,chicken,1,307.0,Monday,0
2026-04-06,Bulter Non,bread,34,170.0,Monday,0
2026-04-06,Butter Milk,other,1,45.0,Monday,0
2026-04-06,Butter Roti,bread,2,70.0,Monday,0
2026-04-06,Butter Scotch Milk Shake,beverage,2,280.0,Monday,0
2026-04-06,Butterscotch Ice Cream,ice_cream,2,240.0,Monday,0
2026-04-06,Caramilnuts Ice Cream,ice_cream,3,390.0,Monday,0
2026-04-06,Cashewnut Curry,starter,2,480.0,Monday,0
2026-04-06,Cashewnut Paneer Biryani,biryani,1,250.0,Monday,0
2026-04-06,Chicken 555 Bl,chicken,2,670.0,Monday,0
2026-04-06,Chicken 65 BL,chicken,2,556.0,Monday,0
2026-04-06,Chicken Curry Bl,chicken,2,576.0,Monday,0
2026-04-06,Chicken Dum Biryani,biryani,14,3612.0,Monday,0
2026-04-06,Chicken Fry Piece Biryani,biryani,11,2838.0,Monday,0
2026-04-06,Chicken Lollypop 6pc,chicken,6,1950.0,Monday,0
2026-04-06,Chicken Lollypop Biryani,biryani,4,1340.0,Monday,0
2026-04-06,Chicken Majestic,chicken,7,315.0,Monday,0
2026-04-06,Chilli Chicken BL,chicken,2,556.0,Monday,0
2026-04-06,Chilli Gobi,starter,2,340.0,Monday,0
2026-04-06,Chilli Paneer,dairy,2,420.0,Monday,0
2026-04-06,Cool Drink 250ml,beverage,24,480.0,Monday,0
2026-04-06,Curd,dairy,3,93.0,Monday,0
2026-04-06,Curd Rice,rice,9,684.0,Monday,0
2026-04-06,Garlic Non,bread,3,210.0,Monday,0
2026-04-06,Gobi,starter,65,170.0,Monday,0
2026-04-06,Kadai Chicken BL,chicken,5,1535.0,Monday,0
2026-04-06,Lassi Sweet,beverage,7,455.0,Monday,0
2026-04-06,Methi Chaman,other,2,480.0,Monday,0
2026-04-06,Mi.Water 500Ml,beverage,23,230.0,Monday,0
2026-04-06,Mi.Water Lt,beverage,47,940.0,Monday,0
2026-04-06,Mix Veg Curry,other,3,570.0,Monday,0
2026-04-06,Mixed Fried Rice Veg,rice,2,420.0,Monday,0
2026-04-06,Mushroom Curry,other,3,630.0,Monday,0
2026-04-06,Mutton Curry (L),other,2,880.0,Monday,0
2026-04-06,Palak Curry,other,2,300.0,Monday,0
2026-04-06,Paneer Butter Masala,dairy,3,660.0,Monday,0
2026-04-06,Plain Rice,other,10,480.0,Monday,0
2026-04-06,Prawns Biryani,biryani,5,1535.0,Monday,0
2026-04-06,Pulka,other,39,468.0,Monday,0
2026-04-06,Roti,bread,16,480.0,Monday,0
2026-04-06,Sp Chicken Biryani,biryani,21,5607.0,Monday,0
2026-04-06,Sp Family Pack,family_pack,2,1140.0,Monday,0
2026-04-06,Spl Fish Curry,seafood,2,700.0,Monday,0
2026-04-06,Spl Veg Biryani,biryani,3,660.0,Monday,0
2026-04-06,Tandoori Chicken Half,chicken,2,610.0,Monday,0
2026-04-06,Vanilla Ice Cream,ice_cream,2,198.0,Monday,0
2026-04-06,Veg Biryani,biryani,4,688.0,Monday,0
2026-04-07,American Nuts Ice Cream,ice_cream,3,450.0,Tuesday,1
2026-04-07,Andhra Chicken BL,chicken,1,316.0,Tuesday,1
2026-04-07,Anjeerbadam Ice Cream,ice_cream,1,150.0,Tuesday,1
2026-04-07,Belgium Choco Milk Shake,beverage,2,280.0,Tuesday,1
2026-04-07,Belgom Chocolate Ice Cream,ice_cream,3,390.0,Tuesday,1
2026-04-07,Black Current Ice Cream,ice_cream,3,390.0,Tuesday,1
2026-04-07,Boiled Egg,egg,1,35.0,Tuesday,1
2026-04-07,Butter Chicken BL,chicken,2,614.0,Tuesday,1
2026-04-07,Butter Milk,other,1,45.0,Tuesday,1
2026-04-07,Butter Naan,bread,36,1800.0,Tuesday,1
2026-04-07,Butter Roti,bread,5,175.0,Tuesday,1
2026-04-07,Butterscotch Ice Cream,ice_cream,1,120.0,Tuesday,1
2026-04-07,Caramilnuts Ice Cream,ice_cream,2,260.0,Tuesday,1
2026-04-07,Cashewnut Biryani,biryani,1,229.0,Tuesday,1
2026-04-07,Cashewnut Curry,starter,6,1440.0,Tuesday,1
2026-04-07,Cashewnut Mushuram Curry,starter,1,340.0,Tuesday,1
2026-04-07,Cashewnut Panner Curry,starter,2,500.0,Tuesday,1
2026-04-07,Cashw Nut Fried Rice,rice,2,440.0,Tuesday,1
2026-04-07,Chicken Curry (B),chicken,3,750.0,Tuesday,1
2026-04-07,Chicken Curry Bl,chicken,2,576.0,Tuesday,1
2026-04-07,Chicken Dum Biryani,biryani,18,4644.0,Tuesday,1
2026-04-07,Chicken Fried Rice,chicken,2,478.0,Tuesday,1
2026-04-07,Chicken Fry Piece Biryani,biryani,6,1548.0,Tuesday,1
2026-04-07,Chicken Hot N Sour,chicken,2,300.0,Tuesday,1
2026-04-07,Chicken Lollypop 3pc,chicken,6,1200.0,Tuesday,1
2026-04-07,Chicken Lollypop 6pc,chicken,7,2275.0,Tuesday,1
2026-04-07,Chicken Lollypop Biryani,biryani,3,1005.0,Tuesday,1
2026-04-07,Chota CB Biryani,biryani,3,510.0,Tuesday,1
2026-04-07,Cool Drink 250ml,beverage,22,440.0,Tuesday,1
2026-04-07,Curd,dairy,3,93.0,Tuesday,1
2026-04-07,Curd Rice,rice,14,1064.0,Tuesday,1
2026-04-07,Garlic Non,bread,5,350.0,Tuesday,1
2026-04-07,Ground Nut Masala,other,2,240.0,Tuesday,1
2026-04-07,Kadai Chicken (B),chicken,2,560.0,Tuesday,1
2026-04-07,Lassi Sweet,beverage,9,585.0,Tuesday,1
2026-04-07,Methi Chaman,other,3,720.0,Tuesday,1
2026-04-07,Miwater .500Ml,beverage,16,160.0,Tuesday,1
2026-04-07,Miwater Lt,beverage,58,1160.0,Tuesday,1
2026-04-07,Mogalai Biryani,biryani,3,948.0,Tuesday,1
2026-04-07,Mushroom Pepper & Salt,other,2,400.0,Tuesday,1
2026-04-07,Mutton Fry Piece Biryani,biryani,5,1910.0,Tuesday,1
2026-04-07,Omlett,other,4,360.0,Tuesday,1
2026-04-07,Paneer 65,starter,2,420.0,Tuesday,1
2026-04-07,Paneer Butter Masala,dairy,2,440.0,Tuesday,1
2026-04-07,Plain Rice,other,18,864.0,Tuesday,1
2026-04-07,Prawns Biryani,biryani,3,921.0,Tuesday,1
2026-04-07,Prawns Curry,seafood,2,654.0,Tuesday,1
2026-04-07,Prwans Fry,other,2,672.0,Tuesday,1
2026-04-07,Pulka,other,33,396.0,Tuesday,1
2026-04-07,Roti,bread,18,540.0,Tuesday,1
2026-04-07,Sp Chicken Biryani,biryani,18,4806.0,Tuesday,1
2026-04-07,Sp Chicken Fried Rice,chicken,4,1112.0,Tuesday,1
2026-04-07,Sp Family Pack,family_pack,3,1710.0,Tuesday,1
2026-04-07,Spl Fish Curry,seafood,6,2100.0,Tuesday,1
2026-04-07,Spl Veg Biryani,biryani,4,880.0,Tuesday,1
2026-04-07,Spl Veg Fried Rice,rice,2,440.0,Tuesday,1
2026-04-07,Tandoori Chicken Full,chicken,2,980.0,Tuesday,1
2026-04-07,Tandoori Chicken Half,chicken,5,1525.0,Tuesday,1
2026-04-07,Vanilla Ice Cream,ice_cream,3,297.0,Tuesday,1
2026-04-07,Veg Manchow Soup,soup,4,540.0,Tuesday,1
2026-04-07,Veg Sweet Corn Soup,soup,2,260.0,Tuesday,1
